patient_id,birthdate,deathdate,ssn,drivers,passport,prefix,first,last,suffix,maiden,marital,race,ethnicity,gender,birthplace,address,total_claims,num_claims,num_conditions,num_meds,num_encounters,num_procedures,num_observations,num_immunizations,num_allergies,num_careplans,age
4ee2c837-e60f-4c54-9fdf-8686bc70760b,1929-04-08,2029-11-11,999-78-5976,Unknown,Unknown,1.645169589254968,Rosamaria,Pfannerstill,0.16409801680989416,Unknown,1.4335064527017114,-1.6990060744565862,-0.9459866411054445,-1.0137747536017168,Pittsfield MA US,18797 Karson Burgs Suite 444 Palmer Town MA 01069 US,-0.911559231873825,-0.9115592318738249,-1.6058312279463518,-0.9485237716012176,-0.91159040659132,-0.6530453874224381,-1.0217188090973777,-1.028791385951678,-0.26653407055973405,-1.031144708431468,100
efaf74f9-3de3-45dd-a5d5-26d08e8a3190,2016-12-15,2020-02-19,999-59-9186,Unknown,Unknown,1.645169589254968,Loan,Bashirian,0.16409801680989416,Unknown,1.4335064527017114,0.5267527793566121,-1.8333991975996118,-1.0137747536017168,Medford MA US,301 Eula Radial Suite 298 Brockton MA 02305 US,-0.911559231873825,-0.9115592318738249,-1.2723475269154474,-0.9485237716012176,-0.91159040659132,-0.6530453874224381,-1.0217188090973777,-1.028791385951678,-0.26653407055973405,-1.031144708431468,3
aaa4c718-2f48-4c13-9ad0-d287cf280824,1943-11-28,2017-10-22,999-43-3780,S99992928,FALSE,-0.9663808336448834,Angelo,Buckridge,0.16409801680989416,Unknown,0.3037024452354569,-1.6990060744565862,-2.0552523367231537,0.9864124120740052,Framingham MA US,8693 Fred Crossroad New Bedford MA 02746 US,0.41687539081077246,0.4168753908107724,1.395522081331787,0.427212095542612,0.41681995508603215,0.19070669503086524,2.232126098718742,0.45374778164234675,-0.26653407055973405,0.709512602263401,73
a1851c06-804e-4f31-9d8f-388cd52d4ad0,1954-10-22,2017-10-13,999-53-5542,S99975961,X98167138X,-0.09586402601159957,Cami,Terry,0.16409801680989416,Schuster,-0.8261015622307978,0.5267527793566121,-0.7241335019819026,-1.0137747536017168,Hudson MA US,344 Olson Road Apt. 936 Attleboro MA 02703 US,0.1372049439298046,0.13720494392980453,1.7290057823626912,2.4908158962583564,0.13715461578553695,0.00320623226346448,2.0932424746046396,0.22566483278172753,-0.26653407055973405,1.704173922660469,62
48074b70-4db4-4ab0-b9e8-361bd2ba6216,1935-04-08,2017-09-06,999-34-8549,S99997003,X65866752X,-0.9663808336448834,Giovanni,Russel,0.16409801680989416,Unknown,-0.8261015622307978,-0.5861266475499871,1.2725447501299738,0.9864124120740052,Westfield MA US,5780 Corwin Trafficway Dartmouth MA 02714 US,0.20712255565004656,0.2071225556500465,1.395522081331787,0.6565014067332503,0.20707095061066075,-0.18429423050393628,2.172604545526984,0.11162335835141793,-0.26653407055973405,0.8338452673130345,82
a4a67345-d7e5-4246-8e06-ed043a9764e2,1936-02-02,2017-09-03,999-53-8873,S99969847,FALSE,-0.9663808336448834,Kendrick,Watsica,0.16409801680989416,Unknown,0.3037024452354569,0.5267527793566121,-0.05857408461127717,0.9864124120740052,Beverly MA US,867 Gust Vista Apt. 630 Haverhill MA 01833 US,-0.07254789123092134,-0.07254789123092135,-0.27189642382273455,-0.03136652683866454,-0.07259438868983444,-0.09054399912023589,2.390850240563431,0.33970630721203715,0.41471210279399173,0.3365146071145005,81
53244745-9198-41c8-83b7-1647d98cc618,1938-03-02,2017-08-02,999-10-3260,S99992575,X69163281X,-0.9663808336448834,Major,D'Amore,0.16409801680989416,Unknown,-0.8261015622307978,0.5267527793566121,0.16327905451226465,0.9864124120740052,Brockton MA US,9089 McClure Junctions Apt. 246 Boston MA 02121 US,0.20712255565004656,0.2071225556500465,2.0624894833935956,0.8857907179238885,0.20707095061066075,0.2844569264145656,2.787660595175153,0.11162335835141793,-0.26653407055973405,0.5851799372137675,79
90ab3acb-46b7-40d2-b66c-a04022cee236,1936-12-21,2017-07-31,999-34-7173,S99934663,FALSE,-0.09586402601159957,Maurine,Kling,0.16409801680989416,Schaden,-0.8261015622307978,-0.5861266475499871,1.2725447501299738,-1.0137747536017168,Brockton MA US,6272 Gottlieb Road Suite 292 Brockton MA 02301 US,0.48679300253101443,0.4867930025310143,1.0620383803008826,0.8857907179238885,0.4867362899111559,0.2844569264145656,0.4861605384271657,0.22566483278172753,-0.26653407055973405,0.3365146071145005,80
0bcc9845-c873-492e-96e1-9771ebcbc2df,1939-10-08,2017-07-23,999-77-9222,S99977281,FALSE,-0.9663808336448834,Eldridge,Hammes,0.16409801680989416,Unknown,-0.8261015622307978,0.5267527793566121,0.3851321936358065,0.9864124120740052,Agawam Town MA US,4369 Kassulke Club Suite 423 Beverly MA 01915 US,0.5567106142512565,0.5567106142512563,2.0624894833935956,0.427212095542612,0.5566526247362797,0.19070669503086524,1.974199368221123,0.11162335835141793,-0.26653407055973405,0.709512602263401,77
0b763e21-2a8f-4f04-86d2-f7e8f9cebb21,1955-07-14,2017-06-22,999-10-9321,S99995636,X33467772X,-0.9663808336448834,Walter,Bahringer,0.16409801680989416,Unknown,-0.8261015622307978,0.5267527793566121,0.3851321936358065,0.9864124120740052,Lowell MA US,928 Doyle Ports Suite 342 Walpole MA 02081 US,0.48679300253101443,0.4867930025310143,0.06158727720816976,-0.03136652683866454,0.4867362899111559,-0.18429423050393628,2.3313286873716725,0.22566483278172753,-0.26653407055973405,0.5851799372137675,61
